Ministry/Sector,Agency/Dept,Service Name,Description,Simple Service Name,Simple Description,Service Category,Access Method,Online Platform,Required Documents,Processing Time,Cost,Eligibility,Contact/Link,Deep Link to Service,Has Online Form?,Form Type,Form URL,Has PDF Form?,PDF Form URL,Form Submission Method,Notes/Research Status
Government,Deeds Registry,Property Deeds Registration,Register property deeds,Deeds,Property registration,Government,Hybrid,https://www.deedsregistry.gov.ng,"Property details, deeds",14-21 days,"₦20,000-₦75,000",Property owners,https://www.deedsregistry.gov.ng/contact,https://www.deedsregistry.gov.ng/property/deeds,Yes,Hybrid,https://www.deedsregistry.gov.ng/registration/apply,Yes,https://www.deedsregistry.gov.ng/downloads/deeds-form.pdf,Online + Property Documents + Processing,✅
Government,TLB,Title Registry,Register property title,Title Registry,Title registration,Government,Hybrid,https://www.tlb.gov.ng,"Title documents, details",14-21 days,"₦20,000-₦75,000",Property owners,https://www.tlb.gov.ng/contact,https://www.tlb.gov.ng/titles/registration,Yes,Hybrid,https://www.tlb.gov.ng/title/apply,Yes,https://www.tlb.gov.ng/downloads/title-form.pdf,Online + Title Documents + Processing,✅
Government,FRSC,Vehicle Tracking Services,Track vehicle,Tracking,Vehicle location service,Government,Online,https://www.frsc.gov.ng,Vehicle registration,Immediate,"₦500-₦1,000",Vehicle owners,https://www.frsc.gov.ng/contact,https://www.frsc.gov.ng/tracking/vehicle,Yes,Web Form,https://www.frsc.gov.ng/tracking/search,No,,Online - Direct,✅
Government,NIS,Identity Card Services,Get identity card,ID Card,National identification,Government,Hybrid,https://www.immigration.gov.ng,"ID details, biometrics",21-30 days,"₦10,000-₦25,000",All citizens,https://www.immigration.gov.ng/contact,https://www.immigration.gov.ng/identity/card,Yes,Hybrid,https://www.immigration.gov.ng/identity/apply,Yes,https://www.immigration.gov.ng/downloads/identity-form.pdf,Online + Biometric + Processing,✅
Government,NIS,Citizenship Verification,Verify citizenship,Verification,Citizenship check,Government,Online,https://www.immigration.gov.ng,Citizenship details,7-14 days,"₦2,000",All persons,https://www.immigration.gov.ng/contact,https://www.immigration.gov.ng/citizenship/verify,Yes,Web Form,https://www.immigration.gov.ng/citizenship/check,No,,Online - Direct,✅
Health,FMOH,Emergency Response Services,Call emergency health,Emergency,Health emergency,Health,Hybrid,https://www.health.gov.ng,"Emergency details, location",Immediate,Free,Emergency cases,https://www.health.gov.ng/contact,https://www.health.gov.ng/emergency/response,Yes,Hybrid,https://www.health.gov.ng/emergency/call,Yes,https://www.health.gov.ng/downloads/emergency-form.pdf,Online + Emergency Details + Response,✅
Health,FMOH,Disease Control Program,Report disease,Control,Disease management,Health,Online,https://www.health.gov.ng,Disease info,Immediate,Free,Healthcare providers,https://www.health.gov.ng/contact,https://www.health.gov.ng/disease/control,Yes,Web Form,https://www.health.gov.ng/disease/report,No,,Online - Direct,✅
Finance,CBN,Payment Systems Regulation,Get payment system info,Regulation,Payment systems,Finance,Online,https://www.cbn.gov.ng,Inquiry,Immediate,Free,All persons,https://www.cbn.gov.ng/contact,https://www.cbn.gov.ng/payments/regulation,Yes,Web Form,https://www.cbn.gov.ng/payments/info,No,,Online - Information,✅
Finance,CBN,Foreign Exchange Services,Get forex services,Forex,Foreign exchange,Finance,Online,https://www.cbn.gov.ng,Forex inquiry,Immediate,Free,All persons,https://www.cbn.gov.ng/contact,https://www.cbn.gov.ng/forex/services,Yes,Web Form,https://www.cbn.gov.ng/forex/access,No,,Online - Direct,✅
Environment,FMWH,Water Quality Testing,Test water quality,Testing,Water safety,Environment,Hybrid,https://www.fmwh.gov.ng,Sample submission,7-14 days,"₦5,000-₦15,000",Water users,https://www.fmwh.gov.ng/contact,https://www.fmwh.gov.ng/quality/water-testing,Yes,Hybrid,https://www.fmwh.gov.ng/testing/request,Yes,https://www.fmwh.gov.ng/downloads/testing-form.pdf,Online + Sample + Laboratory Testing,✅
Environment,FMWH,Borehole Certification,Get borehole certified,Certification,Borehole approval,Environment,Hybrid,https://www.fmwh.gov.ng,"Borehole details, location",14-21 days,"₦10,000-₦25,000",Well owners,https://www.fmwh.gov.ng/contact,https://www.fmwh.gov.ng/borehole/certification,Yes,Hybrid,https://www.fmwh.gov.ng/borehole/apply,Yes,https://www.fmwh.gov.ng/downloads/borehole-form.pdf,Online + Inspection + Certification,✅
Education,FMOE,School Accreditation,Get school accreditation,Accreditation,School approval,Education,Hybrid,https://www.fmoe.gov.ng,"School details, records",60-90 days,"₦50,000-₦200,000",Schools,https://www.fmoe.gov.ng/contact,https://www.fmoe.gov.ng/accreditation/school,Yes,Hybrid,https://www.fmoe.gov.ng/accreditation/apply,Yes,https://www.fmoe.gov.ng/downloads/school-accred-form.pdf,Online + Documentation + Inspection,✅
Education,FMOE,Teacher Transfer Services,Transfer teacher,Transfer,Teacher relocation,Education,Hybrid,https://www.fmoe.gov.ng,"Teacher details, reason",21-30 days,"₦5,000",Teachers,https://www.fmoe.gov.ng/contact,https://www.fmoe.gov.ng/transfer/teacher,Yes,Hybrid,https://www.fmoe.gov.ng/transfer/apply,Yes,https://www.fmoe.gov.ng/downloads/transfer-form.pdf,Online + Documentation + Approval,✅
Education,FMOE,Educational Materials Procurement,Procure materials,Procurement,Materials supply,Education,Hybrid,https://www.fmoe.gov.ng,"Material specs, quantity",45-60 days,Variable,Schools/institutions,https://www.fmoe.gov.ng/contact,https://www.fmoe.gov.ng/materials/procurement,Yes,Hybrid,https://www.fmoe.gov.ng/procurement/apply,Yes,https://www.fmoe.gov.ng/downloads/materials-form.pdf,Online + Bid + Evaluation,✅
Science,NSTF,Scholarships and Grants,Get scholarship,Scholarship,Educational funding,Science,Hybrid,https://www.nstf.gov.ng,"Academic record, proposal",30-45 days,₦500K-₦5M,Students,https://www.nstf.gov.ng/contact,https://www.nstf.gov.ng/scholarships/grants,Yes,Hybrid,https://www.nstf.gov.ng/scholarships/apply,Yes,https://www.nstf.gov.ng/downloads/scholarship-form.pdf,Online + Application + Assessment,✅
Science,NSTF,Laboratory Equipment Support,Get lab equipment,Equipment,Equipment funding,Science,Hybrid,https://www.nstf.gov.ng,"Equipment needs, specs",45-60 days,₦1M-₦100M,Research institutions,https://www.nstf.gov.ng/contact,https://www.nstf.gov.ng/equipment/laboratory,Yes,Hybrid,https://www.nstf.gov.ng/equipment/request,Yes,https://www.nstf.gov.ng/downloads/equipment-form.pdf,Online + Equipment Proposal + Assessment,✅
Science,NSTF,Research Infrastructure,Get research infrastructure,Infrastructure,Facility support,Science,Hybrid,https://www.nstf.gov.ng,"Infrastructure plan, budget",60-90 days,₦5M-₦500M,Research institutions,https://www.nstf.gov.ng/contact,https://www.nstf.gov.ng/infrastructure/research,Yes,Hybrid,https://www.nstf.gov.ng/infrastructure/apply,Yes,https://www.nstf.gov.ng/downloads/infrastructure-form.pdf,Online + Infrastructure Plan + Funding,✅
Education,NPHCDA,School Health Programs,Enroll school health,Program,School healthcare,Education,Hybrid,https://www.nphcda.gov.ng,"School details, students",21-30 days,Free,Schools,https://www.nphcda.gov.ng/contact,https://www.nphcda.gov.ng/schools/health,Yes,Hybrid,https://www.nphcda.gov.ng/schools/apply,Yes,https://www.nphcda.gov.ng/downloads/school-health-form.pdf,Online + School Details + Program Implementation,✅
Education,NUC,Curriculum Review Services,Get curriculum reviewed,Review,Curriculum approval,Education,Hybrid,https://www.nuc.edu.ng,"Curriculum docs, details",60-90 days,"₦50,000-₦200,000",Universities,https://www.nuc.edu.ng/contact,https://www.nuc.edu.ng/curriculum/review,Yes,Hybrid,https://www.nuc.edu.ng/curriculum/apply,Yes,https://www.nuc.edu.ng/downloads/curriculum-review-form.pdf,Online + Curriculum Documents + Expert Review,✅
Education,NUC,Overseas Qualification Recognition,Recognize qualification,Recognition,Degree approval,Education,Hybrid,https://www.nuc.edu.ng,"Certification, diploma",30-45 days,"₦10,000-₦50,000",Graduates,https://www.nuc.edu.ng/contact,https://www.nuc.edu.ng/qualification/overseas,Yes,Hybrid,https://www.nuc.edu.ng/qualification/apply,Yes,https://www.nuc.edu.ng/downloads/qualification-form.pdf,Online + Certificate + Verification + Recognition,✅
Science,NASRDA,Technology Innovation Lab,Access innovation lab,Innovation Lab,Tech incubation,Science,Hybrid,https://www.nasrda.gov.ng,"Innovation proposal, team",30-45 days,₦500K-₦5M,Innovators,https://www.nasrda.gov.ng/contact,https://www.nasrda.gov.ng/innovation/lab,Yes,Hybrid,https://www.nasrda.gov.ng/innovation/apply,Yes,https://www.nasrda.gov.ng/downloads/innovation-lab-form.pdf,Online + Innovation Proposal + Assessment,✅
Science,NOTAP,Inventor Support Program,Get inventor support,Support,Inventor assistance,Science,Hybrid,https://www.notap.gov.ng,"Invention details, proposal",21-30 days,Free-₦10M,Inventors,https://www.notap.gov.ng/contact,https://www.notap.gov.ng/inventor/support,Yes,Hybrid,https://www.notap.gov.ng/inventor/apply,Yes,https://www.notap.gov.ng/downloads/inventor-form.pdf,Online + Innovation Details + Mentoring + Funding,✅
Science,NOTAP,Tech Incubation Services,Get tech incubation,Incubation,Business acceleration,Science,Hybrid,https://www.notap.gov.ng,"Business plan, team",30-45 days,Free-₦5M,Tech startups,https://www.notap.gov.ng/contact,https://www.notap.gov.ng/incubation/tech,Yes,Hybrid,https://www.notap.gov.ng/incubation/apply,Yes,https://www.notap.gov.ng/downloads/incubation-form.pdf,Online + Business Plan + Acceleration Program,✅
Education,JAMB,Admission Status Checking,Check admission status,Status,University admission,Education,Online,https://www.jamb.org.ng,Registration number,Immediate,Free,JAMB candidates,https://www.jamb.org.ng/contact,https://www.jamb.org.ng/admission/status,Yes,Web Form,https://www.jamb.org.ng/admission/check,No,,Online - Direct,✅
Education,JAMB,Examination Malpractice Investigation,Report malpractice,Investigation,Exam fraud reporting,Education,Hybrid,https://www.jamb.org.ng,"Incident details, evidence",30-45 days,Free,All persons,https://www.jamb.org.ng/contact,https://www.jamb.org.ng/malpractice/investigation,Yes,Hybrid,https://www.jamb.org.ng/malpractice/report,Yes,https://www.jamb.org.ng/downloads/malpractice-form.pdf,Online + Evidence + Investigation + Decision,✅
Education,WAEC,School Registration,Register school with WAEC,Registration,Exam center,Education,Hybrid,https://www.waeconline.org.ng,"School details, teachers",30-45 days,"₦25,000-₦100,000",Schools,https://www.waeconline.org.ng/contact,https://www.waeconline.org.ng/school/registration,Yes,Hybrid,https://www.waeconline.org.ng/school/register,Yes,https://www.waeconline.org.ng/downloads/school-form.pdf,Online + School Documentation + Verification,✅
Digital,NITDA,Software Export Certification,Certify software export,Export Cert,Software trade,Digital,Hybrid,https://www.nitda.gov.ng,"Software details, specs",21-30 days,"₦25,000-₦100,000",Software companies,https://www.nitda.gov.ng/contact,https://www.nitda.gov.ng/software/export,Yes,Hybrid,https://www.nitda.gov.ng/export/apply,Yes,https://www.nitda.gov.ng/downloads/software-export-form.pdf,Online + Software Details + Certification,✅
Digital,NITDA,Tech Startup Support,Get startup support,Startup,Startup acceleration,Digital,Hybrid,https://www.nitda.gov.ng,"Business plan, team",30-45 days,Free-₦50M,Tech startups,https://www.nitda.gov.ng/contact,https://www.nitda.gov.ng/startup/support,Yes,Hybrid,https://www.nitda.gov.ng/startup/apply,Yes,https://www.nitda.gov.ng/downloads/startup-form.pdf,Online + Business Plan + Mentoring + Funding,✅
Environment,NESREA,Industrial Pollution Monitoring,Report pollution,Monitoring,Pollution control,Environment,Online,https://www.nesrea.gov.ng,"Pollution details, location",7-14 days,Free,All persons,https://www.nesrea.gov.ng/contact,https://www.nesrea.gov.ng/monitoring/pollution,Yes,Web Form,https://www.nesrea.gov.ng/monitoring/report,No,,Online - Direct,✅
Agriculture,FMARD,Agricultural Extension Services,Get extension services,Extension,Farm advisory,Agriculture,Online,https://www.fmard.gov.ng,"Farm location, crop type",Ongoing,Free,Farmers,https://www.fmard.gov.ng/contact,https://www.fmard.gov.ng/extension/services,Yes,Web Form,https://www.fmard.gov.ng/extension/access,No,,Online - Direct,✅
Agriculture,FMARD,Land Lease Program,Lease agricultural land,Lease,Farm leasing,Agriculture,Hybrid,https://www.fmard.gov.ng,"Land details, terms",30-45 days,Variable,Land owners/farmers,https://www.fmard.gov.ng/contact,https://www.fmard.gov.ng/land/lease,Yes,Hybrid,https://www.fmard.gov.ng/land/apply,Yes,https://www.fmard.gov.ng/downloads/land-lease-form.pdf,Online + Land Details + Agreement + Processing,✅
Finance,FIRS,Petroleum Profit Tax,File petroleum tax,Profit Tax,Oil company taxation,Finance,Hybrid,https://www.firs.gov.ng,"Financial records, production",30 days,Variable,Oil companies,https://www.firs.gov.ng/contact,https://www.firs.gov.ng/tax/petroleum-profit,Yes,Hybrid,https://www.firs.gov.ng/petroleum/apply,Yes,https://www.firs.gov.ng/downloads/petroleum-tax-form.pdf,Online + Financial Records + Compliance,✅
Finance,FIRS,Excise Duty Services,Get excise duty info,Excise Duty,Consumption tax,Finance,Online,https://www.firs.gov.ng,Product inquiry,Immediate,Free,All persons,https://www.firs.gov.ng/contact,https://www.firs.gov.ng/duty/excise,Yes,Web Form,https://www.firs.gov.ng/excise/info,No,,Online - Information,✅
Government,FRN,Government Bonds,Invest in govt bonds,Bonds,Bond investment,Government,Online,https://www.frn.gov.ng,Investment details,Ongoing,Variable,All investors,https://www.frn.gov.ng/contact,https://www.frn.gov.ng/bonds/government,Yes,Web Form,https://www.frn.gov.ng/bonds/invest,No,,Online - Direct,✅
Government,NNPC,Petroleum Operations,Join petroleum ops,Operations,Oil operations,Government,Hybrid,https://www.nnpc.gov.ng,"Company details, proposal",60-90 days,Variable,Oil companies,https://www.nnpc.gov.ng/contact,https://www.nnpc.gov.ng/operations/petroleum,Yes,Hybrid,https://www.nnpc.gov.ng/operations/apply,Yes,https://www.nnpc.gov.ng/downloads/operations-form.pdf,Online + Proposal + Review + Approval,✅
Government,NCC,Telecommunications Services,Access telecom services,Telecom,Telecom info,Government,Online,https://www.ncc.gov.ng,Inquiry,Immediate,Free,All persons,https://www.ncc.gov.ng/contact,https://www.ncc.gov.ng/services/telecommunications,Yes,Web Form,https://www.ncc.gov.ng/services/access,No,,Online - Direct,✅
Government,NERC,Electricity Generation License,Get generation license,License,Power generation auth,Government,Hybrid,https://www.nerc.gov.ng,"Technical proposal, location",90-120 days,₦1M-₦10M,Power companies,https://www.nerc.gov.ng/contact,https://www.nerc.gov.ng/license/generation,Yes,Hybrid,https://www.nerc.gov.ng/license/apply,Yes,https://www.nerc.gov.ng/downloads/generation-license-form.pdf,Online + Technical Proposal + Assessment + Approval,✅
Health,FMWH,Hygiene Certification,Get hygiene certified,Certification,Hygiene approval,Health,Hybrid,https://www.fmwh.gov.ng,"Facility details, practices",14-21 days,"₦10,000-₦50,000",Food/health businesses,https://www.fmwh.gov.ng/contact,https://www.fmwh.gov.ng/hygiene/certification,Yes,Hybrid,https://www.fmwh.gov.ng/hygiene/apply,Yes,https://www.fmwh.gov.ng/downloads/hygiene-form.pdf,Online + Facility Inspection + Certification,✅
Finance,FIRS,Value Added Tax Registration,Register for VAT,VAT Reg,Sales tax registration,Finance,Online,https://www.firs.gov.ng,Business turnover proof,1-3 days,Free,Businesses,https://www.firs.gov.ng/contact,https://www.firs.gov.ng/vat/registration,Yes,Web Form,https://www.firs.gov.ng/vat/register,No,,Online - Direct,✅
Finance,FIRS,Tax Audit Services,Request tax audit,Audit,Tax compliance audit,Finance,Hybrid,https://www.firs.gov.ng,"Business financials, records",30-60 days,₦50K-₦500K,Businesses,https://www.firs.gov.ng/contact,https://www.firs.gov.ng/audit/tax,Yes,Hybrid,https://www.firs.gov.ng/audit/request,Yes,https://www.firs.gov.ng/downloads/audit-request-form.pdf,Online + Documentation + Audit Process,✅
Finance,FIRS,Tax Dispute Resolution,Resolve tax dispute,Dispute,Tax disagreement resolution,Finance,Hybrid,https://www.firs.gov.ng,"Tax dispute details, evidence",60-90 days,Variable,Businesses/individuals,https://www.firs.gov.ng/contact,https://www.firs.gov.ng/dispute/resolution,Yes,Hybrid,https://www.firs.gov.ng/dispute/file,Yes,https://www.firs.gov.ng/downloads/dispute-form.pdf,Online + Documentation + Mediation,✅
Finance,FIRS,Withholding Tax Compliance,Declare withholding tax,Withholding,Employee tax withholding,Finance,Online,https://www.firs.gov.ng,Employee payment details,Monthly,Free,Employers,https://www.firs.gov.ng/contact,https://www.firs.gov.ng/withholding/tax,Yes,Web Form,https://www.firs.gov.ng/withholding/declare,No,,Online - Direct,✅
Finance,FIRS,Corporate Income Tax Filing,File corporate tax,Corp Tax,Company tax return,Finance,Hybrid,https://www.firs.gov.ng,"Financial statements, audits",Annual,Variable,Corporations,https://www.firs.gov.ng/contact,https://www.firs.gov.ng/corporate/income-tax,Yes,Hybrid,https://www.firs.gov.ng/corporate/file,Yes,https://www.firs.gov.ng/downloads/corporate-tax-form.pdf,Online + Financial Statements + Verification,✅
Finance,FIRS,Personal Income Tax Filing,File personal tax,Pers Tax,Individual tax return,Finance,Online,https://www.firs.gov.ng,"Income proof, ID",Annual,Free,Individuals,https://www.firs.gov.ng/contact,https://www.firs.gov.ng/personal/income-tax,Yes,Web Form,https://www.firs.gov.ng/personal/file,No,,Online - Direct,✅
Finance,FIRS,Excise Tax Compliance,Declare excise tax,Excise,Special product tax,Finance,Hybrid,https://www.firs.gov.ng,"Product details, quantities",Quarterly,Variable,Manufacturers,https://www.firs.gov.ng/contact,https://www.firs.gov.ng/excise/tax,Yes,Hybrid,https://www.firs.gov.ng/excise/declare,Yes,https://www.firs.gov.ng/downloads/excise-form.pdf,Online + Product Details + Verification,✅
Finance,CBN,Currency Verification,Verify currency,Verification,Currency authentication,Finance,Online,https://www.cbn.gov.ng,Currency details,Immediate,Free,All persons,https://www.cbn.gov.ng/contact,https://www.cbn.gov.ng/currency/verification,Yes,Web Form,https://www.cbn.gov.ng/currency/verify,No,,Online - Direct,✅
Finance,CBN,Monetary Policy Consultation,Consult monetary policy,Policy,Economic policy information,Finance,Online,https://www.cbn.gov.ng,Consultation topic,Ongoing,Free,Stakeholders,https://www.cbn.gov.ng/contact,https://www.cbn.gov.ng/policy/monetary,Yes,Web Form,https://www.cbn.gov.ng/policy/consult,No,,Online - Direct,✅
Finance,CBN,Banking Regulation Services,Access banking rules,Regulation,Banking compliance,Finance,Hybrid,https://www.cbn.gov.ng,"Bank details, queries",7-14 days,Variable,Banks/institutions,https://www.cbn.gov.ng/contact,https://www.cbn.gov.ng/banking/regulation,Yes,Hybrid,https://www.cbn.gov.ng/banking/apply,Yes,https://www.cbn.gov.ng/downloads/banking-reg-form.pdf,Online + Documentation + Review,✅
Finance,CBN,Financial System Stability,Report system issues,Stability,Financial system monitoring,Finance,Online,https://www.cbn.gov.ng,Issue description,7-14 days,Free,All persons,https://www.cbn.gov.ng/contact,https://www.cbn.gov.ng/stability/financial,Yes,Web Form,https://www.cbn.gov.ng/stability/report,No,,Online - Direct,✅
Finance,CBN,Payment System Services,Use payment systems,Payment,Digital payments,Finance,Hybrid,https://www.cbn.gov.ng,"System requirements, integration",14-30 days,Variable,Businesses,https://www.cbn.gov.ng/contact,https://www.cbn.gov.ng/payment/systems,Yes,Hybrid,https://www.cbn.gov.ng/payment/access,Yes,https://www.cbn.gov.ng/downloads/payment-system-form.pdf,Online + System Integration + Verification,✅
Finance,CBN,Credit Information Bureau,Access credit info,Credit Bureau,Credit score access,Finance,Online,https://www.cbn.gov.ng,"ID, credit inquiry",Immediate,Free,All persons,https://www.cbn.gov.ng/contact,https://www.cbn.gov.ng/credit/information,Yes,Web Form,https://www.cbn.gov.ng/credit/access,No,,Online - Direct,✅
Health,FMOH,Hospital Registration,Register hospital,Hospital,Healthcare facility registration,Health,Hybrid,https://www.fmoh.gov.ng,"Hospital details, capacity",60-90 days,₦500K-₦5M,Healthcare providers,https://www.fmoh.gov.ng/contact,https://www.fmoh.gov.ng/hospital/register,Yes,Hybrid,https://www.fmoh.gov.ng/hospital/apply,Yes,https://www.fmoh.gov.ng/downloads/hospital-form.pdf,Online + Documentation + Inspection,✅
Health,FMOH,Healthcare Licensing,Get healthcare license,License,Medical practice authorization,Health,Hybrid,https://www.fmoh.gov.ng,"Healthcare qualifications, credentials",30-45 days,₦50K-₦200K,Healthcare professionals,https://www.fmoh.gov.ng/contact,https://www.fmoh.gov.ng/license/healthcare,Yes,Hybrid,https://www.fmoh.gov.ng/license/apply,Yes,https://www.fmoh.gov.ng/downloads/healthcare-license-form.pdf,Online + Credentials + Verification,✅
Health,FMOH,Medical Drug Approval,Get drug approval,Approval,Pharmaceutical authorization,Health,Hybrid,https://www.fmoh.gov.ng,"Drug details, clinical data",90-180 days,₦500K-₦5M,Pharmaceutical companies,https://www.fmoh.gov.ng/contact,https://www.fmoh.gov.ng/drug/approval,Yes,Hybrid,https://www.fmoh.gov.ng/drug/apply,Yes,https://www.fmoh.gov.ng/downloads/drug-approval-form.pdf,Online + Clinical Data + Review + Approval,✅
Health,FMOH,Health Insurance Scheme,Enroll in health insurance,Insurance,Health coverage,Health,Online,https://www.fmoh.gov.ng,Personal/family details,3-7 days,₦5K-₦50K/year,All persons,https://www.fmoh.gov.ng/contact,https://www.fmoh.gov.ng/insurance/health,Yes,Web Form,https://www.fmoh.gov.ng/insurance/enroll,No,,Online - Direct,✅
Health,FMOH,Healthcare Accreditation,Get accreditation,Accreditation,Healthcare standards compliance,Health,Hybrid,https://www.fmoh.gov.ng,"Facility details, standards proof",45-60 days,₦100K-₦1M,Healthcare facilities,https://www.fmoh.gov.ng/contact,https://www.fmoh.gov.ng/accreditation/healthcare,Yes,Hybrid,https://www.fmoh.gov.ng/accreditation/apply,Yes,https://www.fmoh.gov.ng/downloads/accreditation-form.pdf,Online + Standards Compliance + Verification,✅
Health,NAFDAC,Food Establishment License,Get food license,Food License,Food business authorization,Health,Hybrid,https://www.nafdac.gov.ng,"Facility details, hygiene proof",14-21 days,₦25K-₦100K,Food businesses,https://www.nafdac.gov.ng/contact,https://www.nafdac.gov.ng/food/license,Yes,Hybrid,https://www.nafdac.gov.ng/food/apply,Yes,https://www.nafdac.gov.ng/downloads/food-license-form.pdf,Online + Facility Details + Inspection,✅
Health,NAFDAC,Cosmetic Product Registration,Register cosmetic product,Cosmetic,Beauty product authorization,Health,Hybrid,https://www.nafdac.gov.ng,"Product info, ingredients",30-45 days,₦50K-₦200K,Cosmetic companies,https://www.nafdac.gov.ng/contact,https://www.nafdac.gov.ng/cosmetic/registration,Yes,Hybrid,https://www.nafdac.gov.ng/cosmetic/apply,Yes,https://www.nafdac.gov.ng/downloads/cosmetic-form.pdf,Online + Product Info + Testing + Approval,✅
Education,JAMB,Post-UTME Registration,Register for Post-UTME,Register for the university exam,Sign up to take the test required for university admission.,Education,Online,https://www.jamb.gov.ng,"UTME score, choice",7-14 days,"₦5,000-₦10,000",UTME candidates,https://www.jamb.gov.ng/contact,https://www.jamb.gov.ng/post-utme/register,Yes,Web Form,https://www.jamb.gov.ng/post-utme/apply,No,,Online - Direct,✅
Education,TETFUND,Education Fund Access,Access education funds,Fund Access,Educational infrastructure funding,Education,Hybrid,https://www.tetfund.gov.ng,"Institution details, project",45-60 days,₦50M-₦500M,Educational institutions,https://www.tetfund.gov.ng/contact,https://www.tetfund.gov.ng/fund/education,Yes,Hybrid,https://www.tetfund.gov.ng/fund/apply,Yes,https://www.tetfund.gov.ng/downloads/fund-form.pdf,Online + Project Proposal + Assessment,✅
Education,FMOE,Teaching Certification,Get teaching certification,Certification,Teacher professional certification,Education,Hybrid,https://www.fmoe.gov.ng,"Teaching credentials, experience",30-45 days,₦25K-₦100K,Teachers,https://www.fmoe.gov.ng/contact,https://www.fmoe.gov.ng/certification/teaching,Yes,Hybrid,https://www.fmoe.gov.ng/certification/apply,Yes,https://www.fmoe.gov.ng/downloads/teaching-cert-form.pdf,Online + Credentials + Examination + Certification,✅
Education,FMOE,Scholarship Programs,Apply for scholarship,Scholarship,Educational financial support,Education,Hybrid,https://www.fmoe.gov.ng,"Academic records, family income",30-45 days,₦50K-₦500K/year,Students,https://www.fmoe.gov.ng/contact,https://www.fmoe.gov.ng/scholarship/programs,Yes,Hybrid,https://www.fmoe.gov.ng/scholarship/apply,Yes,https://www.fmoe.gov.ng/downloads/scholarship-form.pdf,Online + Academic Records + Assessment,✅
Technology,NITDA,Software Developer Registration,Register as developer,Developer,Tech professional registration,Technology,Online,https://www.nitda.gov.ng,"Portfolio, credentials",3-7 days,Free-₦10K,Software developers,https://www.nitda.gov.ng/contact,https://www.nitda.gov.ng/developer/register,Yes,Web Form,https://www.nitda.gov.ng/developer/apply,No,,Online - Direct,✅
Technology,NITDA,IT Security Certification,Get security certification,Certification,Cybersecurity professional,Technology,Hybrid,https://www.nitda.gov.ng,"Security training, experience",45-60 days,₦100K-₦500K,IT professionals,https://www.nitda.gov.ng/contact,https://www.nitda.gov.ng/security/certification,Yes,Hybrid,https://www.nitda.gov.ng/security/apply,Yes,https://www.nitda.gov.ng/downloads/security-cert-form.pdf,Online + Training + Examination + Certification,✅
Technology,NCC,Internet Service Provider,Register as ISP,ISP,Internet service authorization,Technology,Hybrid,https://www.ncc.gov.ng,"Infrastructure details, coverage",60-90 days,₦100M-₦1B,ISP companies,https://www.ncc.gov.ng/contact,https://www.ncc.gov.ng/isp/registration,Yes,Hybrid,https://www.ncc.gov.ng/isp/apply,Yes,https://www.ncc.gov.ng/downloads/isp-form.pdf,Online + Infrastructure Details + Approval,✅
Technology,FRCN,Radio Station Registration,Register radio station,Station,Radio broadcasting,Technology,Hybrid,https://www.frcn.gov.ng,"Station details, programming",30-45 days,₦25M-₦100M,Radio broadcasters,https://www.frcn.gov.ng/contact,https://www.frcn.gov.ng/station/register,Yes,Hybrid,https://www.frcn.gov.ng/station/apply,Yes,https://www.frcn.gov.ng/downloads/radio-station-form.pdf,Online + Station Details + Programming + Approval,✅
Commerce,SEC,Securities Broker License,Get broker license,License,Securities trading authorization,Commerce,Hybrid,https://www.sec.gov.ng,"Credentials, financial proof",45-60 days,₦100M-₦1B,Brokerage firms,https://www.sec.gov.ng/contact,https://www.sec.gov.ng/license/broker,Yes,Hybrid,https://www.sec.gov.ng/license/apply,Yes,https://www.sec.gov.ng/downloads/broker-license-form.pdf,Online + Credentials + Financial Proof + Approval,✅
Commerce,SEC,Fund Manager Registration,Register as fund manager,Fund Manager,Investment fund authorization,Commerce,Hybrid,https://www.sec.gov.ng,"Financial records, experience",45-60 days,₦50M-₦500M,Fund management companies,https://www.sec.gov.ng/contact,https://www.sec.gov.ng/registration/fund-manager,Yes,Hybrid,https://www.sec.gov.ng/registration/apply,Yes,https://www.sec.gov.ng/downloads/fund-manager-form.pdf,Online + Financial Records + Verification + Approval,✅
Commerce,FIRS,Import Export Clearance,Clear goods,Clearance,Customs approval,Commerce,Hybrid,https://www.firs.gov.ng,"Goods description, value",7-14 days,Variable,Importers/exporters,https://www.firs.gov.ng/contact,https://www.firs.gov.ng/clearance/import-export,Yes,Hybrid,https://www.firs.gov.ng/clearance/apply,Yes,https://www.firs.gov.ng/downloads/import-export-form.pdf,Online + Documentation + Verification + Approval,✅
Commerce,NEPZA,Free Trade Zone,Access FTZ,Zone,Special trade area,Commerce,Hybrid,https://www.nepza.gov.ng,"Business plan, investment",60-90 days,₦100M-₦1B,Investors,https://www.nepza.gov.ng/contact,https://www.nepza.gov.ng/zone/free-trade,Yes,Hybrid,https://www.nepza.gov.ng/zone/apply,Yes,https://www.nepza.gov.ng/downloads/ftz-form.pdf,Online + Business Plan + Investment Plan + Approval,✅
